FID,OBJECTID,PNMM,Lat,Lon
702,788,-8.000000000000000,621272.500000000000000,9757959.599999999627471
703,789,-7.600000000000000,621271.000000000000000,9757982.699999999254942
704,790,-2.700000000000000,621268.199999999953434,9758003.400000000372529
705,791,-2.700000000000000,621291.599999999976717,9758005.500000000000000
706,792,-7.600000000000000,621294.599999999976717,9757985.199999999254942
707,795,-6.900000000000000,621301.500000000000000,9757945.900000000372529
708,796,-4.300000000000000,621317.500000000000000,9757932.500000000000000
709,797,-0.700000000000000,621331.900000000023283,9758024.400000000372529
710,798,-4.200000000000000,621340.699999999953434,9758004.599999999627471
711,799,-5.000000000000000,621371.099999999976717,9757946.300000000745058
712,800,-9.100000000000000,621373.900000000023283,9757966.699999999254942
713,801,-5.000000000000000,621369.000000000000000,9758005.900000000372529
714,802,-5.000000000000000,621397.900000000023283,9758007.199999999254942
715,803,-9.199999999999999,621400.300000000046566,9757985.199999999254942
716,804,-4.600000000000000,621403.599999999976717,9757948.900000000372529
717,805,-6.300000000000000,621421.699999999953434,9757958.000000000000000
718,806,-9.000000000000000,621421.300000000046566,9757983.199999999254942
719,807,-4.600000000000000,621429.300000000046566,9758007.900000000372529
720,808,-9.199999999999999,621445.300000000046566,9757994.300000000745058
721,809,-8.800000000000001,621447.599999999976717,9757974.199999999254942
722,810,-8.800000000000001,621471.300000000046566,9757979.699999999254942
723,811,-6.400000000000000,621468.199999999953434,9758011.699999999254942
724,813,-1.400000000000000,621498.800000000046566,9758037.699999999254942
725,814,-5.900000000000000,621499.199999999953434,9758015.800000000745058
726,815,-7.900000000000000,621494.900000000023283,9757978.500000000000000
727,816,-4.900000000000000,621507.199999999953434,9757961.300000000745058
728,817,-1.100000000000000,621542.800000000046566,9758050.300000000745058
729,818,-2.400000000000000,621552.500000000000000,9758031.400000000372529
730,819,-6.500000000000000,621549.500000000000000,9758011.000000000000000
731,820,-8.100000000000000,621546.099999999976717,9757989.500000000000000
732,821,-5.700000000000000,621543.400000000023283,9757968.699999999254942
733,822,-4.700000000000000,621571.000000000000000,9757954.199999999254942
734,823,-6.000000000000000,621571.400000000023283,9757975.599999999627471
735,824,-6.200000000000000,621575.000000000000000,9758011.500000000000000
736,825,-2.500000000000000,621579.900000000023283,9758031.300000000745058
737,826,-1.400000000000000,621581.099999999976717,9758052.699999999254942
738,828,-0.600000000000000,621604.800000000046566,9758063.199999999254942
739,829,-1.600000000000000,621605.699999999953434,9758043.099999999627471
740,830,-3.300000000000000,621603.099999999976717,9758022.300000000745058
741,831,-5.500000000000000,621594.000000000000000,9757966.099999999627471
742,832,-3.600000000000000,621590.599999999976717,9757944.400000000372529
743,833,-5.100000000000000,621611.300000000046566,9757950.000000000000000
744,834,-5.900000000000000,621618.900000000023283,9757970.500000000000000
745,835,-5.500000000000000,621626.900000000023283,9758006.699999999254942
746,836,-2.300000000000000,621629.699999999953434,9758027.400000000372529
747,837,-1.200000000000000,621634.800000000046566,9758047.699999999254942
748,838,-5.000000000000000,621654.199999999953434,9757941.400000000372529
749,839,-5.100000000000000,621703.099999999976717,9757927.300000000745058
750,840,-6.700000000000000,621714.800000000046566,9757943.699999999254942
751,841,-1.800000000000000,620594.699999999953434,9760424.800000000745058
752,842,-6.000000000000000,621724.599999999976717,9757982.900000000372529
753,843,-2.100000000000000,621728.699999999953434,9758003.900000000372529
754,844,-1.400000000000000,621733.800000000046566,9758025.900000000372529
755,846,-6.500000000000000,621740.199999999953434,9757923.900000000372529
756,848,-1.400000000000000,621802.599999999976717,9758012.800000000745058
757,849,-8.199999999999999,621800.500000000000000,9757913.000000000000000
758,850,-5.800000000000000,621818.099999999976717,9757945.900000000372529
759,851,-2.600000000000000,621824.199999999953434,9757965.800000000745058
760,852,-1.500000000000000,621826.699999999953434,9757986.800000000745058
761,853,-1.100000000000000,621832.000000000000000,9758010.599999999627471
762,856,-1.600000000000000,621848.000000000000000,9757977.599999999627471
763,857,-3.200000000000000,621845.300000000046566,9757956.400000000372529
764,858,-6.000000000000000,621841.500000000000000,9757935.900000000372529
765,859,-7.700000000000000,621837.199999999953434,9757901.099999999627471
766,860,-5.400000000000000,621855.199999999953434,9757889.900000000372529
767,861,-7.500000000000000,621864.199999999953434,9757913.400000000372529
768,862,-5.300000000000000,621866.900000000023283,9757934.300000000745058
769,863,-2.600000000000000,621867.000000000000000,9757955.000000000000000
770,866,-1.500000000000000,621889.699999999953434,9757969.300000000745058
771,867,-3.100000000000000,621890.699999999953434,9757948.400000000372529
772,868,-5.500000000000000,621889.800000000046566,9757926.400000000372529
773,869,-7.800000000000000,621888.199999999953434,9757905.599999999627471
774,870,-5.100000000000000,621902.900000000023283,9757883.199999999254942
775,872,-1.900000000000000,621936.900000000023283,9757957.699999999254942
776,873,-4.000000000000000,621938.000000000000000,9757936.599999999627471
777,874,-6.600000000000000,621938.300000000046566,9757915.800000000745058
778,875,-7.900000000000000,621953.800000000046566,9757888.900000000372529
779,876,-7.400000000000000,621965.500000000000000,9757905.599999999627471
780,877,-5.000000000000000,621963.099999999976717,9757928.000000000000000
781,878,-2.400000000000000,621961.400000000023283,9757948.699999999254942
782,879,-1.200000000000000,621960.800000000046566,9757970.400000000372529
783,881,-1.900000000000000,621985.099999999976717,9757959.599999999627471
784,882,-3.600000000000000,621985.300000000046566,9757937.900000000372529
785,883,-6.700000000000000,621990.099999999976717,9757917.900000000372529
786,884,-8.400000000000000,621991.300000000046566,9757895.099999999627471
787,885,-5.300000000000000,622008.400000000023283,9757884.199999999254942
788,886,-7.800000000000000,622016.099999999976717,9757911.099999999627471
789,887,-5.000000000000000,622012.199999999953434,9757932.300000000745058
790,888,-2.300000000000000,622008.000000000000000,9757953.699999999254942
791,889,-1.400000000000000,622002.699999999953434,9757974.699999999254942
792,891,-1.200000000000000,622025.400000000023283,9757982.800000000745058
793,892,-2.200000000000000,622031.500000000000000,9757959.599999999627471
794,893,-5.300000000000000,622067.699999999953434,9757894.300000000745058
795,894,-8.400000000000000,622065.599999999976717,9757915.599999999627471
796,895,-6.000000000000000,622061.699999999953434,9757936.400000000372529
797,896,-3.400000000000000,622058.300000000046566,9757956.300000000745058
798,897,-2.400000000000000,622127.699999999953434,9757894.699999999254942
799,898,-4.800000000000000,622125.699999999953434,9757916.199999999254942
800,899,-7.900000000000000,622112.000000000000000,9757944.400000000372529
801,900,-5.200000000000000,622104.000000000000000,9757963.800000000745058
802,901,-2.800000000000000,622094.099999999976717,9757983.300000000745058
803,904,-5.600000000000000,622125.500000000000000,9757980.599999999627471
804,905,-8.199999999999999,622134.599999999976717,9757962.500000000000000
805,906,-6.300000000000000,622145.699999999953434,9757936.699999999254942
806,907,-1.800000000000000,622173.099999999976717,9757929.099999999627471
807,908,-5.400000000000000,622170.199999999953434,9757950.099999999627471
808,909,-8.100000000000000,622158.000000000000000,9757971.400000000372529
809,910,-5.800000000000000,622141.900000000023283,9757994.400000000372529
810,911,-6.300000000000000,622177.500000000000000,9757977.699999999254942
811,912,-2.600000000000000,622200.000000000000000,9757970.000000000000000
812,913,-2.800000000000000,622226.900000000023283,9758030.000000000000000
813,914,-1.100000000000000,622231.500000000000000,9758009.199999999254942
814,917,-7.300000000000000,622206.400000000023283,9758032.800000000745058
815,919,-6.800000000000000,622206.199999999953434,9758094.500000000000000
816,920,-5.400000000000000,622234.400000000023283,9758070.000000000000000
817,921,-4.100000000000000,622252.800000000046566,9758078.900000000372529
818,922,-6.200000000000000,622240.400000000023283,9758096.599999999627471
819,923,-5.200000000000000,622219.699999999953434,9758123.300000000745058
820,925,-6.100000000000000,622241.699999999953434,9758134.199999999254942
821,926,-4.900000000000000,622260.500000000000000,9758115.199999999254942
822,927,-4.000000000000000,622276.000000000000000,9758096.699999999254942
823,928,-1.300000000000000,622298.599999999976717,9758090.500000000000000
824,929,-3.500000000000000,622301.699999999953434,9758110.300000000745058
825,930,-4.400000000000000,622287.199999999953434,9758124.500000000000000
826,931,-5.300000000000000,622273.500000000000000,9758141.800000000745058
827,932,-2.200000000000000,622247.000000000000000,9758169.900000000372529
828,933,-2.800000000000000,622264.599999999976717,9758181.800000000745058
829,934,-5.300000000000000,622283.800000000046566,9758162.099999999627471
830,935,-5.000000000000000,622299.000000000000000,9758147.199999999254942
831,936,-4.100000000000000,622313.800000000046566,9758132.300000000745058
832,937,-1.300000000000000,622334.000000000000000,9758114.199999999254942
833,938,-3.900000000000000,622337.599999999976717,9758134.300000000745058
834,939,-4.900000000000000,622326.000000000000000,9758151.900000000372529
835,940,-4.800000000000000,622311.000000000000000,9758179.199999999254942
836,941,-4.200000000000000,622300.400000000023283,9758197.800000000745058
837,943,-3.000000000000000,622325.800000000046566,9758219.099999999627471
838,944,-4.000000000000000,622332.300000000046566,9758199.400000000372529
839,945,-5.700000000000000,622343.300000000046566,9758175.900000000372529
840,946,-4.800000000000000,622355.500000000000000,9758153.500000000000000
841,947,-1.200000000000000,622366.000000000000000,9758135.900000000372529
842,948,-1.300000000000000,622381.599999999976717,9758149.400000000372529
843,949,-5.700000000000000,622374.000000000000000,9758168.000000000000000
844,950,-5.900000000000000,622363.400000000023283,9758189.000000000000000
845,951,-4.200000000000000,622353.099999999976717,9758207.199999999254942
846,953,-2.900000000000000,622354.300000000046566,9758227.699999999254942
847,954,-3.900000000000000,622374.699999999953434,9758219.900000000372529
848,955,-6.100000000000000,622389.800000000046566,9758195.400000000372529
849,957,-1.900000000000000,622424.800000000046566,9758175.300000000745058
850,958,-6.400000000000000,622409.099999999976717,9758202.699999999254942
851,959,-5.500000000000000,622395.099999999976717,9758218.300000000745058
852,960,-2.400000000000000,622384.199999999953434,9758242.400000000372529
853,961,-1.700000000000000,622397.900000000023283,9758259.199999999254942
854,962,-3.000000000000000,622409.699999999953434,9758243.000000000000000
855,963,-5.800000000000000,622425.400000000023283,9758227.599999999627471
856,964,-5.800000000000000,622446.699999999953434,9758207.800000000745058
857,965,-2.400000000000000,622461.900000000023283,9758193.300000000745058
858,966,-0.600000000000000,622478.300000000046566,9758178.800000000745058
859,967,-1.900000000000000,622488.500000000000000,9758197.400000000372529
860,968,-4.000000000000000,622473.800000000046566,9758212.699999999254942
861,970,-2.300000000000000,622444.000000000000000,9758278.199999999254942
862,971,-5.200000000000000,622460.000000000000000,9758264.900000000372529
863,972,-7.300000000000000,622475.900000000023283,9758250.900000000372529
864,973,-2.400000000000000,622500.000000000000000,9758227.199999999254942
865,974,-4.200000000000000,622508.000000000000000,9758246.699999999254942
866,975,-6.700000000000000,622479.000000000000000,9758277.599999999627471
867,976,-0.800000000000000,622444.500000000000000,9758301.400000000372529
868,977,-2.900000000000000,622463.900000000023283,9758293.000000000000000
869,978,-7.700000000000000,622499.699999999953434,9758281.599999999627471
870,979,-4.900000000000000,622518.300000000046566,9758270.500000000000000
871,980,-5.900000000000000,621772.800000000046566,9757909.000000000000000
872,981,-8.100000000000000,621784.300000000046566,9757928.599999999627471
873,982,-6.600000000000000,621790.900000000023283,9757948.000000000000000
874,983,-2.700000000000000,621798.300000000046566,9757967.699999999254942
875,984,-1.700000000000000,621804.400000000023283,9757987.500000000000000
876,985,-0.800000000000000,621812.099999999976717,9758030.400000000372529
877,986,-7.500000000000000,621760.000000000000000,9757928.400000000372529
878,987,-7.100000000000000,621765.199999999953434,9757947.800000000745058
879,988,-5.500000000000000,621770.699999999953434,9757968.800000000745058
880,989,-1.900000000000000,621777.099999999976717,9757988.599999999627471
881,990,-1.500000000000000,621781.900000000023283,9758009.199999999254942
882,991,-1.300000000000000,621784.199999999953434,9758030.500000000000000
883,992,-0.900000000000000,621771.599999999976717,9758047.599999999627471
884,993,-1.200000000000000,621764.300000000046566,9758024.900000000372529
885,994,-1.700000000000000,621755.400000000023283,9758000.699999999254942
886,995,-4.200000000000000,621750.000000000000000,9757981.000000000000000
887,996,-6.900000000000000,621745.300000000046566,9757961.400000000372529
888,997,-6.100000000000000,621689.800000000046566,9757942.400000000372529
889,998,-6.800000000000000,621693.800000000046566,9757962.900000000372529
890,999,-3.000000000000000,621702.699999999953434,9758000.800000000745058
891,1000,-1.800000000000000,621707.900000000023283,9758021.199999999254942
892,1001,-1.200000000000000,621686.900000000023283,9758028.300000000745058
893,1002,-2.700000000000000,621680.699999999953434,9758009.099999999627471
894,1003,-6.900000000000000,621675.199999999953434,9757989.099999999627471
895,1004,-5.900000000000000,621641.599999999976717,9757958.300000000745058
896,1005,-6.300000000000000,621649.900000000023283,9757997.300000000745058
897,1006,-2.400000000000000,621654.000000000000000,9758017.699999999254942
898,1007,-1.400000000000000,621658.099999999976717,9758038.400000000372529
899,1008,-1.500000000000000,619877.300000000046566,9757799.800000000745058
900,1009,-2.300000000000000,619897.400000000023283,9757798.900000000372529
901,1010,-5.300000000000000,619896.800000000046566,9757819.500000000000000
902,1011,-10.000000000000000,619895.699999999953434,9757840.000000000000000
903,1012,-9.300000000000001,619894.800000000046566,9757872.000000000000000
904,1013,-6.700000000000000,619893.900000000023283,9757893.099999999627471
905,1014,-4.200000000000000,619893.800000000046566,9757913.900000000372529
906,1015,-2.900000000000000,619893.199999999953434,9757934.500000000000000
907,1016,-2.200000000000000,619896.500000000000000,9757955.199999999254942
908,1017,-1.700000000000000,619847.800000000046566,9757978.500000000000000
909,1018,-2.400000000000000,619839.800000000046566,9757959.599999999627471
910,1019,-5.900000000000000,619800.199999999953434,9757837.900000000372529
911,1020,-9.500000000000000,619799.300000000046566,9757858.500000000000000
912,1021,-10.500000000000000,619800.900000000023283,9757887.099999999627471
913,1022,-8.199999999999999,619799.800000000046566,9757908.099999999627471
914,1023,-5.300000000000000,619799.500000000000000,9757929.199999999254942
915,1024,-3.300000000000000,619798.900000000023283,9757950.699999999254942
916,1025,-2.300000000000000,619799.000000000000000,9757972.099999999627471
917,1026,-1.500000000000000,619797.900000000023283,9757995.500000000000000
918,1027,-0.800000000000000,619755.300000000046566,9758015.599999999627471
919,1028,-1.800000000000000,619748.199999999953434,9757995.500000000000000
920,1029,-2.600000000000000,619747.099999999976717,9757973.800000000745058
921,1030,-4.300000000000000,619746.099999999976717,9757952.400000000372529
922,1031,-7.300000000000000,619746.300000000046566,9757931.199999999254942
923,1032,-9.300000000000001,619748.099999999976717,9757910.500000000000000
924,1033,-9.300000000000001,619750.000000000000000,9757874.300000000745058
925,1034,-2.800000000000000,619751.099999999976717,9757832.699999999254942
926,1035,-2.200000000000000,619561.400000000023283,9757850.099999999627471
927,1036,-4.700000000000000,619550.800000000046566,9757867.599999999627471
928,1037,-7.200000000000000,619549.199999999953434,9757888.699999999254942
929,1038,-9.199999999999999,619548.699999999953434,9757910.400000000372529
930,1039,-10.100000000000000,619547.099999999976717,9757940.699999999254942
931,1040,-8.500000000000000,619546.300000000046566,9757961.699999999254942
932,1041,-4.300000000000000,619546.000000000000000,9757982.599999999627471
933,1042,-2.100000000000000,619544.599999999976717,9758003.800000000745058
934,1043,-1.300000000000000,619541.699999999953434,9758026.500000000000000
935,1044,-2.100000000000000,619196.900000000023283,9758010.099999999627471
936,1045,-3.000000000000000,619195.900000000023283,9757989.000000000000000
937,1046,-7.100000000000000,619195.199999999953434,9757968.199999999254942
938,1047,-10.500000000000000,619197.000000000000000,9757947.099999999627471
939,1048,-11.800000000000001,619197.900000000023283,9757921.599999999627471
940,1049,-8.300000000000001,619200.000000000000000,9757900.599999999627471
941,1050,-6.800000000000000,619199.500000000000000,9757875.900000000372529
942,1051,-3.000000000000000,618937.500000000000000,9757761.199999999254942
943,1052,-8.800000000000001,618925.300000000046566,9757777.900000000372529
944,1053,-14.300000000000001,618911.500000000000000,9757793.800000000745058
945,1054,-13.100000000000000,618895.900000000023283,9757813.699999999254942
946,1055,-9.600000000000000,618883.599999999976717,9757829.599999999627471
947,1056,-4.900000000000000,618870.300000000046566,9757845.699999999254942
948,1057,-3.600000000000000,618857.199999999953434,9757862.199999999254942
949,1058,-2.100000000000000,618842.300000000046566,9757876.199999999254942
950,1059,-1.400000000000000,618816.300000000046566,9757842.099999999627471
951,1060,-2.700000000000000,618826.300000000046566,9757822.699999999254942
952,1061,-6.800000000000000,618837.699999999953434,9757805.300000000745058
953,1062,-3.000000000000000,618744.300000000046566,9757538.099999999627471
954,1063,-9.000000000000000,618724.599999999976717,9757546.000000000000000
955,1064,-9.699999999999999,618709.900000000023283,9757564.199999999254942
956,1065,-9.199999999999999,618699.099999999976717,9757582.800000000745058
957,1066,-1.700000000000000,618560.900000000023283,9757596.400000000372529
958,1067,-2.600000000000000,618572.099999999976717,9757578.900000000372529
959,1068,-5.900000000000000,618583.199999999953434,9757561.500000000000000
960,1069,-9.300000000000001,618597.599999999976717,9757546.300000000745058
961,1070,-9.699999999999999,618611.599999999976717,9757529.800000000745058
962,1071,-10.000000000000000,618624.300000000046566,9757512.800000000745058
963,1072,-9.500000000000000,618644.300000000046566,9757491.900000000372529
964,1073,-7.000000000000000,618657.599999999976717,9757475.599999999627471
965,1074,-2.500000000000000,618645.300000000046566,9757443.900000000372529
966,1075,-2.000000000000000,618499.000000000000000,9757561.900000000372529
967,1076,-1.700000000000000,618478.500000000000000,9757546.400000000372529
968,1077,-3.800000000000000,618484.500000000000000,9757526.699999999254942
969,1078,-5.600000000000000,618498.000000000000000,9757510.599999999627471
970,1079,-9.699999999999999,618511.000000000000000,9757493.800000000745058
971,1080,-10.900000000000000,618527.000000000000000,9757475.699999999254942
972,1081,-10.600000000000000,618543.900000000023283,9757451.300000000745058
973,1082,-9.800000000000001,618560.500000000000000,9757436.199999999254942
974,1083,-7.500000000000000,618573.199999999953434,9757419.699999999254942
975,1084,-3.800000000000000,618587.599999999976717,9757405.000000000000000
976,1085,-2.000000000000000,618561.699999999953434,9757385.900000000372529
977,1086,-4.100000000000000,618541.800000000046566,9757380.400000000372529
978,1087,-8.100000000000000,618525.400000000023283,9757398.099999999627471
979,1088,-0.500000000000000,620585.000000000000000,9760454.400000000372529
980,1089,-1.300000000000000,620573.099999999976717,9760425.400000000372529
981,1090,-0.500000000000000,620563.300000000046566,9760464.099999999627471
982,1091,-1.200000000000000,620544.699999999953434,9760451.500000000000000
983,1093,-0.600000000000000,620368.099999999976717,9760864.300000000745058
984,1094,-0.700000000000000,620273.599999999976717,9760931.800000000745058
985,1097,-1.000000000000000,620243.500000000000000,9760917.400000000372529
986,1098,-0.400000000000000,620306.400000000023283,9760930.699999999254942
987,1099,-1.600000000000000,620328.199999999953434,9760918.199999999254942
988,1100,-0.600000000000000,620334.900000000023283,9760898.300000000745058
989,1101,-1.100000000000000,620356.900000000023283,9760881.699999999254942
990,1102,-0.600000000000000,620389.199999999953434,9760857.900000000372529
991,1103,-1.000000000000000,620405.500000000000000,9760829.500000000000000
992,1104,-0.500000000000000,620399.300000000046566,9760807.900000000372529
993,1105,-0.500000000000000,620407.900000000023283,9760787.199999999254942
994,1106,-2.100000000000000,620426.099999999976717,9760778.199999999254942
995,1108,-2.000000000000000,620421.400000000023283,9760743.300000000745058
996,1109,-0.200000000000000,620400.300000000046566,9760737.699999999254942
997,1110,-1.300000000000000,620410.699999999953434,9760719.300000000745058
998,1111,-0.100000000000000,620376.599999999976717,9760722.300000000745058
999,1112,-1.500000000000000,620381.900000000023283,9760701.800000000745058
1000,1113,-0.800000000000000,620350.099999999976717,9760700.800000000745058
1001,1114,-1.400000000000000,620360.300000000046566,9760682.099999999627471
1002,1115,-2.000000000000000,620362.599999999976717,9760657.099999999627471
1003,1116,-0.100000000000000,620367.400000000023283,9760636.199999999254942
1004,1117,-1.200000000000000,620385.000000000000000,9760646.199999999254942
1005,1119,-1.500000000000000,620413.199999999953434,9760610.900000000372529
1006,1121,-1.000000000000000,620438.699999999953434,9760596.699999999254942
1007,1122,-0.200000000000000,620454.699999999953434,9760627.099999999627471
1008,1123,-0.800000000000000,620461.699999999953434,9760588.400000000372529
1009,1124,-0.300000000000000,620482.199999999953434,9760613.400000000372529
1010,1125,-1.400000000000000,620481.000000000000000,9760579.000000000000000
1011,1127,-1.900000000000000,620500.699999999953434,9760573.400000000372529
1012,1129,-1.300000000000000,620520.000000000000000,9760559.599999999627471
1013,1130,-1.900000000000000,620504.099999999976717,9760524.300000000745058
1014,1132,-1.500000000000000,620473.699999999953434,9760512.900000000372529
1015,1134,-1.100000000000000,620460.000000000000000,9760493.099999999627471
1016,1135,-0.500000000000000,620454.000000000000000,9760464.900000000372529
1017,1136,-1.000000000000000,620486.099999999976717,9760469.800000000745058
1018,1137,-1.100000000000000,620471.099999999976717,9760450.900000000372529
1019,1139,-1.700000000000000,620887.500000000000000,9759855.500000000000000
1020,1140,-1.400000000000000,620911.800000000046566,9759871.900000000372529
1021,1141,-1.300000000000000,620914.500000000000000,9759891.800000000745058
1022,1143,-0.500000000000000,620880.000000000000000,9759907.199999999254942
1023,1144,-2.100000000000000,620899.699999999953434,9759910.699999999254942
1024,1145,-1.000000000000000,620914.199999999953434,9759931.300000000745058
1025,1146,-1.600000000000000,620892.199999999953434,9759930.400000000372529
1026,1147,-0.300000000000000,620873.599999999976717,9759941.000000000000000
1027,1148,-0.800000000000000,620872.800000000046566,9759969.800000000745058
1028,1149,-1.300000000000000,620901.099999999976717,9759980.099999999627471
1029,1151,-1.900000000000000,620877.500000000000000,9760012.300000000745058
1030,1154,-1.600000000000000,620861.400000000023283,9760037.699999999254942
1031,1155,-1.600000000000000,620831.400000000023283,9760040.000000000000000
1032,1157,-1.700000000000000,620813.000000000000000,9760052.300000000745058
1033,1160,-1.400000000000000,620783.199999999953434,9760055.400000000372529
1034,1161,-2.100000000000000,620762.699999999953434,9760056.699999999254942
1035,1162,-0.900000000000000,620741.400000000023283,9760043.800000000745058
1036,1165,-1.300000000000000,620709.099999999976717,9760027.199999999254942
1037,1166,-1.400000000000000,620685.400000000023283,9760026.099999999627471
1038,1167,-1.500000000000000,620692.699999999953434,9760046.599999999627471
1039,1169,-1.300000000000000,620673.199999999953434,9760061.800000000745058
1040,1170,-2.700000000000000,620660.699999999953434,9760045.800000000745058
1041,1172,-1.500000000000000,620642.300000000046566,9760054.300000000745058
1042,1173,-1.400000000000000,620664.500000000000000,9760085.500000000000000
1043,1174,-1.500000000000000,620635.599999999976717,9760098.900000000372529
1044,1175,-1.900000000000000,620658.500000000000000,9760113.699999999254942
1045,1176,-1.500000000000000,620659.199999999953434,9760134.199999999254942
1046,1179,-1.100000000000000,620665.500000000000000,9760158.500000000000000
1047,1180,-1.300000000000000,620666.300000000046566,9760179.199999999254942
1048,1181,-1.400000000000000,620638.199999999953434,9760184.699999999254942
1049,1182,-1.900000000000000,620648.300000000046566,9760207.199999999254942
1050,1183,-1.300000000000000,620669.500000000000000,9760206.500000000000000
1051,1184,-1.100000000000000,620672.599999999976717,9760228.000000000000000
1052,1187,-0.100000000000000,620683.900000000023283,9760258.599999999627471
1053,1188,-0.300000000000000,620682.400000000023283,9760279.300000000745058
1054,1190,-0.400000000000000,620657.699999999953434,9760315.000000000000000
1055,1191,0.000000000000000,620692.199999999953434,9760311.099999999627471
1056,1192,-1.600000000000000,620691.599999999976717,9760334.699999999254942
1057,1193,-0.200000000000000,620658.900000000023283,9760342.000000000000000
1058,1194,-0.400000000000000,620664.900000000023283,9760361.199999999254942
1059,1195,-1.200000000000000,620693.099999999976717,9760357.199999999254942
1060,1197,-1.400000000000000,620689.800000000046566,9760409.699999999254942
1061,1198,-0.600000000000000,620677.599999999976717,9760426.199999999254942
1062,1199,-1.400000000000000,620649.900000000023283,9760407.000000000000000
1063,1200,-1.600000000000000,620630.699999999953434,9760416.900000000372529
1064,1201,-0.100000000000000,620645.400000000023283,9760446.599999999627471
1065,1202,-0.600000000000000,620625.000000000000000,9760446.500000000000000
1066,1204,-8.000000000000000,621324.626599999959581,9757963.605399999767542
1067,1205,-6.900000000000000,621347.777699999976903,9757988.079399999231100
1068,1206,-7.000000000000000,621320.657899999991059,9757985.102900000289083
1069,1207,-8.500000000000000,621349.431400000001304,9757962.282500000670552
1070,1208,-5.900000000000000,621599.034499999950640,9758006.803500000387430
1071,1209,0.310000000000000,621953.809400000027381,9759325.890699999406934
1072,1210,0.150000000000000,621946.111000000033528,9759329.422499999403954
1073,1211,0.110000000000000,621940.916899999952875,9759331.673699999228120
1074,1212,0.160000000000000,621935.986799999955110,9759334.111899999901652
1075,1213,0.160000000000000,621931.312400000053458,9759336.228000000119209
1076,1214,0.120000000000000,621926.160200000042096,9759338.147099999710917
1077,1215,0.180000000000000,621920.990800000028685,9759340.501199999824166
1078,1216,0.100000000000000,621916.155099999974482,9759342.544999999925494
1079,1217,0.020000000000000,621934.371999999973923,9759290.342100000008941
1080,1218,-0.190000000000000,621929.782299999962561,9759292.328900000080466
1081,1219,-0.170000000000000,621924.986999999964610,9759294.697499999776483
1082,1220,-0.240000000000000,621919.810999999986961,9759296.929700000211596
1083,1221,-0.130000000000000,621915.109300000010990,9759298.718599999323487
1084,1222,-0.140000000000000,621909.558899999945424,9759301.083599999547005
1085,1223,-0.170000000000000,621904.897699999972247,9759303.241699999198318
1086,1225,-2.700000000000000,621651.719299999997020,9759220.241000000387430
1087,1228,-2.400000000000000,621659.209299999987707,9759233.481000000610948
1088,1229,-2.500000000000000,621661.499300000024959,9759206.460999999195337
1089,1230,-2.600000000000000,621661.689299999969080,9759211.471000000834465
1090,1231,-2.800000000000000,621665.659300000057556,9759220.161000000312924
1091,1232,-2.800000000000000,621679.039299999945797,9759219.600999999791384
1092,1233,-2.900000000000000,621661.689299999969080,9759217.110999999567866
1093,1234,-2.900000000000000,621661.609300000010990,9759223.401000000536442
1094,1235,-3.000000000000000,621660.109300000010990,9759228.561599999666214
1095,1237,-1.800000000000000,621685.299299999955110,9759238.460999999195337
1096,1238,-2.600000000000000,621686.209299999987707,9759233.471000000834465
1097,1239,-2.600000000000000,621689.299299999955110,9759207.911000000312924
1098,1240,-2.700000000000000,621687.279300000052899,9759223.401000000536442
1099,1241,-2.700000000000000,621688.479300000006333,9759215.241000000387430
1100,1242,-2.800000000000000,621705.989300000015646,9759219.391000000759959
1101,1243,-2.800000000000000,621689.339299999992363,9759202.880999999120831
1102,1244,-2.900000000000000,621694.509300000034273,9759218.811000000685453
1103,1245,-2.900000000000000,621686.969299999997020,9759228.471000000834465
1104,1247,-1.300000000000000,621709.809299999964423,9759234.861600000411272
1105,1248,-1.700000000000000,621710.299299999955110,9759229.811000000685453
1106,1249,-2.100000000000000,621712.159300000057556,9759224.891000000759959
1107,1250,-2.400000000000000,621711.969299999997020,9759214.110999999567866
1108,1251,-2.400000000000000,621719.159300000057556,9759219.530999999493361
1109,1252,-2.800000000000000,621712.889300000038929,9759202.331000000238419
1110,1253,-2.900000000000000,621712.099300000001676,9759208.061000000685453
1111,1256,-1.700000000000000,621737.489300000015646,9759231.270999999716878
1112,1257,-2.100000000000000,621737.699299999978393,9759226.221000000834465
1113,1258,-2.500000000000000,621733.219299999997020,9759219.651000000536442
1114,1259,-2.600000000000000,621746.839299999992363,9759217.610999999567866
1115,1260,-2.700000000000000,621736.389300000038929,9759211.700999999418855
1116,1261,-2.900000000000000,621734.729300000006333,9759205.860999999567866
1117,1263,-1.300000000000000,621763.829299999983050,9759228.531600000336766
1118,1264,-1.500000000000000,621763.219299999997020,9759223.481000000610948
1119,1265,-2.100000000000000,621762.069299999973737,9759218.260999999940395
1120,1266,-2.400000000000000,621769.179299999959767,9759215.930999999865890
1121,1267,-2.500000000000000,621760.119300000020303,9759213.551000000908971
1122,1268,-2.800000000000000,621759.739300000015646,9759207.190999999642372
1123,1271,-1.500000000000000,621788.159300000057556,9759228.430999999865890
1124,1272,-2.300000000000000,621787.929299999959767,9759223.321599999442697
1125,1273,-2.500000000000000,621797.129300000029616,9759213.051000000908971
1126,1274,-2.600000000000000,621787.579299999983050,9759217.981000000610948
